ID,Age,Gender,Education_Level,Country,Employment_Status,Years_Programming,Primary_Role,Company_Size,Languages_Count,Paradigms_Experienced,Primary_Paradigm,Projects_Completed,Hours_Per_Week,Formal_CS_Training,Current_Salary_USD,Imperative_Difficulty,Functional_Difficulty,Object_Oriented_Difficulty,Logic_Difficulty,Reactive_Difficulty,Declarative_Difficulty,Imperative_Months,Functional_Months,Object_Oriented_Months,Logic_Months,Reactive_Months,Declarative_Months,Learning_Curve_Steepness,Plateau_Experienced,Knowledge_Retention,Difficulty_Transitioning,Prefer_First_Paradigm,Mental_Model_Shift,Preferred_Learning_Method,Motivation_Factors,Biggest_Challenge,Transferable_Skills
77,29,Female,Master's Degree,Canada,Full-time,5,Web Developer,Medium (101-500),5,3,Object-Oriented,15,39,Yes,90000,3,No,3,2,Yes,2,Project-based,Career growth,Class hierarchy design,Object system architecture
78,24,Male,Bachelor's Degree,Germany,Full-time,2,Frontend Developer,Small (11-50),4,3,Procedural,10,39,Yes,68000,5,Yes,6,5,No,6,Research papers,Theoretical challenge,Mathematical thinking patterns,Proof construction skills
79,37,Female,PhD,UK,Full-time,14,Data Engineer,Large (1000+),9,5,Functional,36,50,Yes,152000,3,No,3,1,Yes,2,Documentation,Employment opportunities,State management techniques,Control flow design
80,26,Non-binary,Bachelor's Degree,France,Part-time,3,Junior Developer,Startup (1-10),4,3,Object-Oriented,8,35,Yes,37000,4,Yes,4,3,No,4,Mentorship,Learning curve navigation,Monad concepts,Effect handling patterns
81,32,Male,Master's Degree,Brazil,Full-time,8,Backend Developer,Medium (101-500),7,4,Functional,16,40,Yes,106000,3,Yes,3,2,Yes,2,Bootcamp,Practical application needs,Design pattern implementation,Software architecture principles
82,28,Female,Bachelor's Degree,India,Full-time,4.5,Full Stack Developer,Small (11-50),5,3,Object-Oriented,11,38,Yes,77000,5,Yes,5,5,No,5,Academic study,Conceptual beauty appreciation,Backtracking algorithms,Search pattern optimization
83,42,Male,PhD,Australia,Full-time,19,System Architect,Large (1000+),10,5,Object-Oriented,44,50,Yes,150000,2,No,2,1,Yes,1,Tutorials,Immediate project needs,Basic syntax acquisition,Simple algorithmic thinking
84,25,Female,Bachelor's Degree,Spain,Contract,2,Web Developer,Medium (101-500),5,3,Object-Oriented,12,44,Yes,89000,4,Yes,4,3,No,4,Peer programming,Problem-solving satisfaction,Observable patterns,Async system design
85,31,Non-binary,Master's Degree,Sweden,Full-time,7,Android Developer,Startup (1-10),6,4,Functional,15,40,Yes,106000,3,No,3,2,Yes,2,Online courses,Career development paths,Polymorphic design,Interface architecture
86,27,Male,Bachelor's Degree,Poland,Full-time,4,Frontend Developer,Medium (101-500),5,3,Object-Oriented,13,41,Yes,90000,5,Yes,6,5,No,6,Research papers,Intellectual stimulation sources,Type inference systems,Generic programming techniques
87,36,Female,PhD,Netherlands,Full-time,13,DevOps Engineer,Large (1000+),8,5,Object-Oriented,27,46,Yes,140000,3,No,3,1,Yes,2,Project-based,Job needs,Memory patterns,Algorithm implementation
88,23,Non-binary,Bachelor's Degree,Mexico,Part-time,2,Junior Developer,Small (11-50),4,3,Procedural,11,36,No,63000,4,Yes,4,3,No,4,Mentorship,Technical growth,Function composition,Pipeline design
89,34,Male,Master's Degree,South Korea,Full-time,10,Backend Developer,Medium (101-500),7,4,Functional,19,44,Yes,98000,3,Yes,3,2,Yes,2,Tutorials,Skill development,Encapsulation,Module design principles
90,29,Female,Bachelor's Degree,USA,Full-time,5.5,Full Stack Developer,Startup (1-10),5,3,Object-Oriented,10,41,Yes,76000,5,Yes,5,5,No,5,Academic study,Intellectual curiosity,Logic programming,Rule-based systems
91,26,Male,Bachelor's Degree,Canada,Contract,3,Web Developer,Small (11-50),4,3,Procedural,10,37,Yes,60000,2,No,2,1,Yes,1,Online courses,Job requirements,Basic programming concepts,Simple logical thinking
92,39,Non-binary,PhD,Germany,Full-time,16,Principal Engineer,Large (1000+),9,5,Functional,38,52,Yes,146000,4,Yes,4,3,No,4,Peer programming,Community engagement,Immutability principles,Data transformation techniques
93,30,Female,Master's Degree,UK,Full-time,8,Data Scientist,Medium (101-500),7,4,Object-Oriented,21,43,Yes,109000,3,No,3,2,Yes,2,Project-based,Career growth,Class hierarchy design,Object system architecture
94,25,Male,Bachelor's Degree,France,Full-time,2.5,Frontend Developer,Startup (1-10),5,3,Object-Oriented,9,38,Yes,64000,5,Yes,6,5,No,6,Research papers,Theoretical challenge,Mathematical thinking patterns,Proof construction skills
95,33,Female,Master's Degree,Brazil,Full-time,9,Backend Developer,Large (1000+),8,5,Functional,33,49,Yes,138000,3,No,3,1,Yes,2,Documentation,Employment opportunities,State management techniques,Control flow design
96,28,Non-binary,Bachelor's Degree,India,Full-time,4,Mobile Developer,Small (11-50),5,3,Object-Oriented,12,42,Yes,88000,4,Yes,4,3,No,4,Mentorship,Learning curve navigation,Monad concepts,Effect handling patterns
97,37,Male,PhD,Australia,Full-time,15,ML Engineer,Large (1000+),9,5,Object-Oriented,34,47,Yes,136000,3,Yes,3,2,Yes,2,Bootcamp,Practical application needs,Design pattern implementation,Software architecture principles
98,24,Female,Bachelor's Degree,Spain,Part-time,1.5,Junior Developer,Medium (101-500),4,3,Procedural,10,39,Yes,67000,5,Yes,5,5,No,5,Academic study,Conceptual beauty appreciation,Backtracking algorithms,Search pattern optimization
99,32,Male,Master's Degree,Sweden,Full-time,11,DevOps Engineer,Small (11-50),7,4,Functional,22,44,Yes,124000,2,No,2,1,Yes,1,Tutorials,Immediate project needs,Basic syntax acquisition,Simple algorithmic thinking
100,27,Female,Bachelor's Degree,Poland,Full-time,4.5,Web Developer,Startup (1-10),5,3,Object-Oriented,11,43,Yes,89000,4,Yes,4,3,No,4,Peer programming,Problem-solving satisfaction,Observable patterns,Async system design
101,41,Non-binary,PhD,Netherlands,Full-time,18,System Architect,Large (1000+),10,5,Object-Oriented,41,50,Yes,148000,3,No,3,2,Yes,2,Online courses,Career development paths,Polymorphic design,Interface architecture
102,26,Male,Bachelor's Degree,Mexico,Contract,3,Frontend Developer,Medium (101-500),5,3,Object-Oriented,14,39,Yes,90000,5,Yes,6,5,No,6,Research papers,Intellectual stimulation sources,Type inference systems,Generic programming techniques
103,35,Female,Master's Degree,South Korea,Full-time,12,Backend Developer,Large (1000+),8,5,Functional,32,47,Yes,142000,3,No,3,1,Yes,2,Project-based,Job needs,Memory patterns,Algorithm implementation
104,29,Male,Bachelor's Degree,USA,Full-time,5,Full Stack Developer,Small (11-50),5,3,Object-Oriented,15,40,Yes,88000,4,Yes,4,3,No,4,Mentorship,Technical growth,Function composition,Pipeline design
105,24,Non-binary,Bachelor's Degree,Canada,Part-time,2,Junior Developer,Startup (1-10),3,2,Object-Oriented,7,33,Yes,35000,3,Yes,3,2,Yes,2,Tutorials,Skill development,Encapsulation,Module design principles
106,38,Female,PhD,Germany,Full-time,17,Principal Engineer,Large (1000+),9,5,Functional,36,50,Yes,152000,5,Yes,5,5,No,5,Academic study,Intellectual curiosity,Logic programming,Rule-based systems
107,31,Male,Master's Degree,UK,Full-time,8,Android Developer,Medium (101-500),6,4,Object-Oriented,18,43,Yes,98000,2,No,2,1,Yes,1,Online courses,Job requirements,Basic programming concepts,Simple logical thinking
108,28,Female,Bachelor's Degree,France,Full-time,4,Web Developer,Small (11-50),5,3,Object-Oriented,13,42,Yes,92000,4,Yes,4,3,No,4,Peer programming,Community engagement,Immutability principles,Data transformation techniques
109,33,Non-binary,Master's Degree,Brazil,Full-time,9,Data Engineer,Startup (1-10),7,4,Functional,20,41,Yes,104000,3,No,3,2,Yes,2,Project-based,Career growth,Class hierarchy design,Object system architecture
110,25,Male,Bachelor's Degree,India,Contract,2.5,Frontend Developer,Medium (101-500),5,3,Object-Oriented,11,40,Yes,83000,5,Yes,6,5,No,6,Research papers,Theoretical challenge,Mathematical thinking patterns,Proof construction skills
111,40,Female,PhD,Australia,Full-time,16,DevOps Engineer,Large (1000+),8,5,Object-Oriented,30,49,Yes,135000,3,No,3,1,Yes,2,Documentation,Employment opportunities,State management techniques,Control flow design
112,23,Non-binary,Bachelor's Degree,Spain,Part-time,1,Junior Developer,Small (11-50),4,3,Procedural,11,37,No,62000,4,Yes,4,3,No,4,Mentorship,Learning curve navigation,Monad concepts,Effect handling patterns
113,34,Male,Master's Degree,Sweden,Full-time,10,Backend Developer,Medium (101-500),7,4,Functional,17,41,Yes,106000,3,Yes,3,2,Yes,2,Bootcamp,Practical application needs,Design pattern implementation,Software architecture principles
114,30,Female,Bachelor's Degree,Poland,Full-time,6,Full Stack Developer,Startup (1-10),6,4,Object-Oriented,14,42,Yes,94000,5,Yes,5,5,No,5,Academic study,Conceptual beauty appreciation,Backtracking algorithms,Search pattern optimization
115,27,Male,Bachelor's Degree,Netherlands,Full-time,4.5,Web Developer,Small (11-50),5,3,Object-Oriented,12,40,Yes,87000,2,No,2,1,Yes,1,Tutorials,Immediate project needs,Basic syntax acquisition,Simple algorithmic thinking
116,36,Non-binary,PhD,Mexico,Full-time,14,System Architect,Large (1000+),9,5,Functional,33,49,Yes,140000,4,Yes,4,3,No,4,Peer programming,Problem-solving satisfaction,Observable patterns,Async system design
117,29,Female,Master's Degree,South Korea,Full-time,7,Mobile Developer,Medium (101-500),6,4,Object-Oriented,16,41,Yes,100000,3,No,3,2,Yes,2,Online courses,Career development paths,Polymorphic design,Interface architecture
118,25,Male,Bachelor's Degree,USA,Full-time,3,Frontend Developer,Startup (1-10),5,3,Object-Oriented,10,39,Yes,76000,5,Yes,6,5,No,6,Research papers,Intellectual stimulation sources,Type inference systems,Generic programming techniques
119,32,Female,Master's Degree,Canada,Full-time,8,Backend Developer,Large (1000+),7,4,Functional,19,44,Yes,112000,3,No,3,1,Yes,2,Project-based,Job needs,Memory patterns,Algorithm implementation
120,28,Non-binary,Bachelor's Degree,Germany,Full-time,4.5,Full Stack Developer,Small (11-50),5,3,Object-Oriented,13,42,Yes,96000,4,Yes,4,3,No,4,Mentorship,Technical growth,Function composition,Pipeline design
121,39,Male,PhD,UK,Full-time,15,ML Engineer,Large (1000+),8,5,Object-Oriented,28,48,Yes,132000,3,Yes,3,2,Yes,2,Tutorials,Skill development,Encapsulation,Module design principles
122,24,Female,Bachelor's Degree,France,Part-time,2,Junior Developer,Medium (101-500),4,3,Procedural,11,38,No,65000,5,Yes,5,5,No,5,Academic study,Intellectual curiosity,Logic programming,Rule-based systems
123,33,Male,Master's Degree,Brazil,Full-time,9,DevOps Engineer,Small (11-50),7,4,Functional,21,43,Yes,118000,2,No,2,1,Yes,1,Online courses,Job requirements,Basic programming concepts,Simple logical thinking
124,27,Female,Bachelor's Degree,India,Full-time,4.5,Web Developer,Startup (1-10),5,3,Object-Oriented,12,41,Yes,90000,4,Yes,4,3,No,4,Peer programming,Community engagement,Immutability principles,Data transformation techniques
125,37,Non-binary,PhD,Australia,Full-time,16,Principal Engineer,Large (1000+),9,5,Object-Oriented,35,47,Yes,144000,3,No,3,2,Yes,2,Project-based,Career growth,Class hierarchy design,Object system architecture
126,31,Male,Master's Degree,Spain,Full-time,7,Backend Developer,Medium (101-500),6,4,Functional,18,42,Yes,102000,5,Yes,6,5,No,6,Research papers,Theoretical challenge,Mathematical thinking patterns,Proof construction skills
127,26,Female,Bachelor's Degree,Sweden,Contract,3,Frontend Developer,Small (11-50),5,3,Object-Oriented,11,40,Yes,83000,3,No,3,1,Yes,2,Documentation,Employment opportunities,State management techniques,Control flow design
128,35,Male,Master's Degree,Poland,Full-time,11,Full Stack Developer,Startup (1-10),7,4,Object-Oriented,24,44,Yes,120000,4,Yes,4,3,No,4,Mentorship,Learning curve navigation,Monad concepts,Effect handling patterns
129,29,Non-binary,Bachelor's Degree,Netherlands,Full-time,5.5,Android Developer,Medium (101-500),6,4,Functional,17,41,Yes,106000,3,Yes,3,2,Yes,2,Bootcamp,Practical application needs,Design pattern implementation,Software architecture principles
130,24,Female,Bachelor's Degree,Mexico,Part-time,1.5,Junior Developer,Small (11-50),4,3,Procedural,10,37,Yes,60000,5,Yes,5,5,No,5,Academic study,Conceptual beauty appreciation,Backtracking algorithms,Search pattern optimization
131,42,Male,PhD,South Korea,Full-time,19,System Architect,Large (1000+),10,5,Object-Oriented,43,51,Yes,154000,2,No,2,1,Yes,1,Tutorials,Immediate project needs,Basic syntax acquisition,Simple algorithmic thinking
132,30,Female,Master's Degree,USA,Full-time,8,Data Scientist,Medium (101-500),7,4,Functional,20,44,Yes,115000,4,Yes,4,3,No,4,Peer programming,Problem-solving satisfaction,Observable patterns,Async system design
133,27,Male,Bachelor's Degree,Canada,Full-time,4,Web Developer,Startup (1-10),5,3,Object-Oriented,13,43,Yes,91000,3,No,3,2,Yes,2,Online courses,Career development paths,Polymorphic design,Interface architecture
134,34,Non-binary,Master's Degree,Germany,Full-time,10,Backend Developer,Large (1000+),8,5,Object-Oriented,29,47,Yes,130000,5,Yes,6,5,No,6,Research papers,Intellectual stimulation sources,Type inference systems,Generic programming techniques
135,28,Female,Bachelor's Degree,UK,Full-time,5,Frontend Developer,Small (11-50),5,3,Object-Oriented,14,42,Yes,98000,3,No,3,1,Yes,2,Project-based,Job needs,Memory patterns,Algorithm implementation
136,26,Male,Master's Degree,France,Full-time,3,Full Stack Developer,Medium (101-500),5,4,Functional,16,45,Yes,92000,4,Yes,4,3,No,4,Mentorship,Technical growth,Function composition,Pipeline design
137,35,Female,PhD,Brazil,Full-time,12,Data Engineer,Large (1000+),8,5,Object-Oriented,32,48,Yes,138000,3,Yes,3,2,Yes,2,Tutorials,Skill development,Encapsulation,Module design principles
138,29,Non-binary,Bachelor's Degree,India,Full-time,6,Mobile Developer,Small (11-50),5,3,Functional,18,43,Yes,96000,5,Yes,5,5,No,5,Academic study,Intellectual curiosity,Logic programming,Rule-based systems
139,24,Male,Bachelor's Degree,Australia,Part-time,2,Junior Developer,Startup (1-10),3,2,Object-Oriented,8,35,Yes,37000,2,No,2,1,Yes,1,Online courses,Job requirements,Basic programming concepts,Simple logical thinking
140,40,Female,PhD,Spain,Full-time,17,Principal Engineer,Large (1000+),9,5,Functional,37,49,Yes,148000,4,Yes,4,3,No,4,Peer programming,Community engagement,Immutability principles,Data transformation techniques
141,31,Male,Master's Degree,Sweden,Full-time,8,Backend Developer,Medium (101-500),7,4,Object-Oriented,22,44,Yes,116000,3,No,3,2,Yes,2,Project-based,Career growth,Class hierarchy design,Object system architecture
142,27,Female,Bachelor's Degree,Poland,Full-time,4.5,Frontend Developer,Small (11-50),5,3,Object-Oriented,15,41,Yes,88000,5,Yes,6,5,No,6,Research papers,Theoretical challenge,Mathematical thinking patterns,Proof construction skills
143,38,Male,PhD,Netherlands,Full-time,15,DevOps Engineer,Large (1000+),8,5,Functional,34,47,Yes,142000,3,No,3,1,Yes,2,Documentation,Employment opportunities,State management techniques,Control flow design
144,25,Female,Bachelor's Degree,Mexico,Contract,2.5,Web Developer,Medium (101-500),5,3,Object-Oriented,12,42,Yes,90000,4,Yes,4,3,No,4,Mentorship,Learning curve navigation,Monad concepts,Effect handling patterns
145,33,Non-binary,Master's Degree,South Korea,Full-time,9,Data Scientist,Startup (1-10),7,4,Object-Oriented,20,43,Yes,108000,3,Yes,3,2,Yes,2,Bootcamp,Practical application needs,Design pattern implementation,Software architecture principles
146,28,Male,Bachelor's Degree,USA,Full-time,5,Full Stack Developer,Small (11-50),6,4,Functional,19,44,Yes,104000,5,Yes,5,5,No,5,Academic study,Conceptual beauty appreciation,Backtracking algorithms,Search pattern optimization
147,24,Female,Bachelor's Degree,Canada,Part-time,2,Junior Developer,Medium (101-500),4,3,Procedural,11,39,Yes,68000,2,No,2,1,Yes,1,Tutorials,Immediate project needs,Basic syntax acquisition,Simple algorithmic thinking
148,39,Male,PhD,Germany,Full-time,16,System Architect,Large (1000+),9,5,Object-Oriented,38,50,Yes,150000,4,Yes,4,3,No,4,Peer programming,Problem-solving satisfaction,Observable patterns,Async system design
149,30,Female,Master's Degree,UK,Full-time,7,Backend Developer,Medium (101-500),7,4,Functional,21,45,Yes,118000,3,No,3,2,Yes,2,Online courses,Career development paths,Polymorphic design,Interface architecture
150,26,Male,Bachelor's Degree,France,Full-time,3.5,Mobile Developer,Small (11-50),5,3,Object-Oriented,13,42,Yes,94000,5,Yes,6,5,No,6,Research papers,Intellectual stimulation sources,Type inference systems,Generic programming techniques
151,34,Non-binary,PhD,Brazil,Full-time,13,ML Engineer,Large (1000+),8,5,Functional,31,48,Yes,136000,3,No,3,1,Yes,2,Project-based,Job needs,Memory patterns,Algorithm implementation
152,29,Female,Bachelor's Degree,India,Full-time,6,Web Developer,Medium (101-500),6,4,Object-Oriented,17,43,Yes,102000,4,Yes,4,3,No,4,Mentorship,Technical growth,Function composition,Pipeline design
153,27,Male,Master's Degree,Australia,Full-time,4.5,Full Stack Developer,Startup (1-10),5,3,Functional,16,42,Yes,98000,3,Yes,3,2,Yes,2,Tutorials,Skill development,Encapsulation,Module design principles